# Program:featureCounts v2.0.1; Command:"featureCounts" "-a" "data/yeast.gtf" "-o" "outputs/final_counts_matrix.txt" "outputs/STAR_alignment_results/yeastAligned.sortedByName.out.bam" 
Geneid	Chr	Start	End	Strand	Length	outputs/STAR_alignment_results/yeastAligned.sortedByName.out.bam
NM_001179449.1	chrIX	175307	177250	-	1944	0
NM_001179447.3	chrIX	178004	179653	+	1650	0
NM_001179446.3	chrIX	179772	180239	-	468	6
NM_001179445.1	chrIX	180427	181977	+	1551	4
NM_001179444.1	chrIX	182117	183127	-	1011	8
NM_001179443.1	chrIX	183937	186369	+	2433	5
NM_001179442.1	chrIX	186517	187632	-	1116	37
NM_001179441.3	chrIX	187990	188784	-	795	0
NM_001179440.3	chrIX	189066	190967	+	1902	0
NM_001179439.1	chrIX	191030	193195	-	2166	8
NM_001179438.1	chrIX	193595	195070	+	1476	4
NM_001179437.1	chrIX	195599	196216	+	618	0
NM_001179436.1	chrIX	197931	199403	-	1473	4
NM_001179435.3	chrIX	199646	200119	-	474	4
NM_001348844.1	chrIX	200153	200461	-	309	0
NM_001179433.3	chrIX	200490	202043	-	1554	6
NM_001179432.1	chrIX	202276	203259	-	984	0
NM_001179431.2	chrIX	203556	204653	-	1098	2
NM_001181434.4	chrIX;chrIX	205635;206487	206485;210132	+;+	4497	0
NM_001179429.1	chrIX	210923	212005	-	1083	0
NM_001179428.3	chrIX	212499	214703	+	2205	26
NM_001179427.3	chrIX	214991	215953	-	963	4
NM_001179426.1	chrIX	216658	217548	+	891	4
NM_001179425.1	chrIX	217863	220700	-	2838	14
NM_001179424.1	chrIX	221081	222490	-	1410	4
NM_001179423.1	chrIX;chrIX	222937;225900	225809;225954	-;-	2928	2
NM_001179422.3	chrIX	226602	228419	+	1818	0
NM_001179421.3	chrIX	228660	229994	-	1335	2
NM_001179420.1	chrIX	230272	231072	-	801	6
NM_001179419.1	chrIX;chrIX	231553;232367	231957;232369	-;-	408	36
NM_001179418.1	chrIX	233057	235474	-	2418	6
NM_001179417.1	chrIX	235724	237760	-	2037	0
NM_001179416.3	chrIX	238099	240708	-	2610	0
NM_001179415.3	chrIX	241308	241775	-	468	2
NM_001179414.1	chrIX	241943	242716	+	774	4
NM_001179413.1	chrIX	242761	243744	-	984	4
NM_001179412.1	chrIX	243998	244462	-	465	4
NM_001179411.1	chrIX	244657	245559	-	903	0
NM_001179410.3	chrIX	246392	246826	+	435	0
NM_001179407.3	chrIX	247902	248396	-	495	0
NM_001179406.1	chrIX	249991	251913	+	1923	2
NM_001179405.1	chrIX	252042	253925	-	1884	0
NM_001270751.1	chrIX	254543	254860	+	318	0
NM_001179403.1	chrIX	255115	255867	+	753	43
NM_001179402.1	chrIX;chrIX	256226;257027	256554;257063	-;-	366	40
NM_001179401.3	chrIX	257843	258280	-	438	6
NM_001179400.3	chrIX	258913	259770	+	858	0
NM_001179399.1	chrIX	260158	260919	+	762	0
NM_001179397.3	chrIX	265115	267823	-	2709	11
NM_001184654.1	chrIX	268309	268473	+	165	0
NM_001179396.1	chrIX	268651	270573	+	1923	11
NM_001179395.3	chrIX	271161	272777	+	1617	0
NM_001179394.3	chrIX	272950	273846	-	897	4
NM_001179393.1	chrIX	274072	274926	-	855	8
NM_001179392.1	chrIX	275108	276292	-	1185	0
NM_001179391.3	chrIX	276525	277505	+	981	2
NM_001179390.1	chrIX	277723	278139	+	417	2
NM_001179389.1	chrIX	278426	279847	+	1422	8
NM_001179388.3	chrIX	280142	282652	-	2511	4
NM_001179387.3	chrIX	283029	284999	-	1971	0
NM_001179386.1	chrIX	285666	287429	+	1764	2
NM_001179385.1	chrIX	287790	288908	-	1119	2
NM_001179384.3	chrIX	289226	290089	-	864	2
NM_001179383.1	chrIX	290419	291669	-	1251	3
NM_001179381.1	chrIX	292633	295737	+	3105	0
NM_001179380.3	chrIX	296050	300009	-	3960	6
NM_001179379.3	chrIX	300829	301257	-	429	0
NM_001179377.1	chrIX	303679	304104	-	426	2
NM_001179376.1	chrIX	304477	307929	-	3453	2
NM_001179374.3	chrIX	308602	309171	-	570	0
NM_001179373.1	chrIX	309386	310426	-	1041	0
NM_001179372.1	chrIX	311165	312460	+	1296	8
NM_001179371.3	chrIX	312905	313861	+	957	6
NM_001179370.3	chrIX	314035	314820	-	786	2
NM_001179369.1	chrIX	315093	316133	+	1041	7
NM_001179368.1	chrIX;chrIX	316768;317172	316771;317932	+;+	765	78
NM_001179367.3	chrIX	318200	320965	-	2766	0
NM_001179366.1	chrIX	321454	321933	+	480	0
NM_001179365.1	chrIX	322342	324105	+	1764	0
NM_001181433.3	chrIX	325212	325526	-	315	0
NM_001179364.3	chrIX	326103	327995	+	1893	4
NM_001179363.1	chrIX	328207	332442	-	4236	0
NM_001348845.1	chrIX	333011	333352	+	342	0
NM_001179361.1	chrIX	333727	334536	+	810	6
NM_001179360.3	chrIX	334882	335529	+	648	6
NM_001184306.2	chrIX;chrIX	335666;335937	335935;336212	-;-	546	4
NM_001179359.1	chrIX	339344	341428	+	2085	0
NM_001179358.3	chrIX	342536	342835	+	300	4
NM_001179357.3	chrIX	342994	343656	-	663	0
NM_001179356.1	chrIX	344062	345183	+	1122	2
NM_001179355.1	chrIX	345692	347797	+	2106	0
NM_001179354.3	chrIX;chrIX	347946;348495	348363;348505	-;-	429	0
NM_001179353.1	chrIX	349122	350003	+	882	8
NM_001184653.1	chrIX	350301	350510	+	210	4
NM_001179352.3	chrIX	350591	353431	-	2841	2
NM_001179351.3	chrIX	353940	355481	+	1542	4
NM_001179523.1	chrIX	356143	356895	-	753	2
NM_001179524.1	chrIX	357415	360396	-	2982	6
NM_001179525.3	chrIX	360885	362924	+	2040	4
NM_001179526.1	chrIX	363221	364519	+	1299	6
NM_001179527.1	chrIX	364889	365335	+	447	0
NM_001179528.3	chrIX	365466	369908	-	4443	0
NM_001179529.3	chrIX	370704	372998	+	2295	0
NM_001179530.1	chrIX	373077	374306	-	1230	0
NM_001179531.1	chrIX	374525	374860	+	336	0
NM_001179532.3	chrIX	375431	377161	+	1731	6
NM_001179533.1	chrIX	377287	378246	-	960	2
NM_001179534.1	chrIX	378486	379781	+	1296	18
NM_001179535.3	chrIX	380019	380384	-	366	0
NM_001179536.3	chrIX	381086	381814	+	729	0
NM_001179537.1	chrIX	381948	382382	+	435	1
NM_001179538.1	chrIX	382628	383425	+	798	0
NM_001179539.3	chrIX	383556	384119	-	564	0
NM_001179540.1	chrIX	384609	385346	+	738	2
NM_001184655.1	chrIX	385564	385701	-	138	0
NR_132191.1	chrIX	393884	397082	-	3199	0
NM_001270752.1	chrIX	394255	394557	-	303	0
NR_132192.1	chrIX	395999	396939	+	941	0
NM_001179543.3	chrIX	397294	398385	+	1092	6
NM_001184656.1	chrIX	398514	398726	+	213	0
NM_001179544.1	chrIX	398733	399236	+	504	2
NM_001179545.3	chrIX	399777	402689	+	2913	4
NM_001179546.1	chrIX	402841	403491	-	651	0
NM_001179547.1	chrIX	403659	404765	+	1107	2
NM_001179548.3	chrIX	404873	405967	-	1095	6
NM_001179549.3	chrIX	406260	407642	-	1383	0
NM_001179550.3	chrIX	408468	410375	+	1908	0
NM_001179551.1	chrIX	410807	411838	+	1032	2
NM_001179552.1	chrIX	412036	412770	-	735	0
NM_001179553.3	chrIX	413015	414679	-	1665	0
NM_001179554.1	chrIX	415030	415617	-	588	0
NM_001179555.1	chrIX	416124	419465	+	3342	6
NM_001179556.3	chrIX	419615	420736	-	1122	30
NM_001179557.3	chrIX	421026	421790	-	765	0
NM_001179558.3	chrIX	422074	422865	-	792	2
NM_001179559.1	chrIX	423128	423619	+	492	8
NM_001179560.1	chrIX	423809	424513	-	705	0
NM_001179561.3	chrIX	430498	432111	-	1614	0
NM_001179563.1	chrIX	433929	434303	+	375	0
NM_001179564.1	chrIX	435273	435983	-	711	0
NR_132173.1	chrVI	131061	131503	-	443	0
NM_001179899.1	chrVI	53	535	+	483	0
NM_001179900.1	chrVI	836	1363	+	528	0
NM_001179901.1	chrVI	1437	2615	-	1179	0
NM_001179902.1	chrVI	3030	3338	-	309	0
NM_001179903.1	chrVI	3322	3846	-	525	0
NM_001179905.1	chrVI	6426	7565	+	1140	4
NM_001179906.1	chrVI	9545	10222	+	678	0
NM_001179907.1	chrVI	10301	10969	-	669	0
NM_001179908.1	chrVI	11363	12259	+	897	23
NM_001179909.1	chrVI	12929	13951	+	1023	0
NM_001179912.1	chrVI	17004	18680	+	1677	0
NM_001179913.1	chrVI	20847	22787	-	1941	0
NM_001179914.1	chrVI	23423	25198	+	1776	0
NM_001179915.1	chrVI	28232	29629	+	1398	0
NM_001179916.1	chrVI	30058	30540	-	483	4
NM_001179917.1	chrVI	33272	35848	-	2577	2
NM_001179918.1	chrVI	36803	38674	+	1872	6
NM_001179919.1	chrVI	38843	40180	-	1338	0
NM_001179920.1	chrVI	40421	42565	+	2145	0
NM_001179921.1	chrVI	42815	43438	+	624	2
NM_001179922.1	chrVI	43628	44392	-	765	16
NM_001179923.1	chrVI	44655	45560	-	906	2
NM_001179924.1	chrVI	45720	47744	-	2025	4
NM_001184549.1	chrVI	48734	48925	+	192	0
NM_001179925.1	chrVI	49139	51007	+	1869	2
NM_001179926.1	chrVI	51350	52972	+	1623	0
NM_001179927.1	chrVI;chrVI	53260;54687	54377;54696	-;-	1128	69
NM_001179928.1	chrVI	55366	55986	-	621	10
NM_001179929.1	chrVI	56336	57709	+	1374	18
NR_132172.1	chrVI	57815	58521	-	707	0
NM_001179930.1	chrVI	58782	62837	+	4056	4
NM_001179931.1	chrVI;chrVI	63016;63974	63859;63993	-;-	864	6
NM_001184310.1	chrVI;chrVI	64243;64921	64599;64932	-;-	369	5
NM_001179932.2	chrVI	65477	68698	+	3222	1
NM_001179933.1	chrVI	69115	74427	-	5313	2
NM_001179935.1	chrVI;chrVI	75179;76092	75839;76147	+;+	717	0
NM_001179936.1	chrVI	76831	77988	+	1158	2
NM_001179937.1	chrVI	78055	79161	-	1107	2
NM_001179938.1	chrVI	79344	80213	-	870	4
NM_001179939.1	chrVI	80419	81912	-	1494	0
NM_001179940.2	chrVI	82580	83875	+	1296	0
NM_001179941.1	chrVI	84145	87234	-	3090	2
NM_001179942.1	chrVI	87847	90345	-	2499	6
NM_001179943.1	chrVI	90986	93376	+	2391	4
NM_001179944.2	chrVI	93499	95010	-	1512	10
NM_001179945.1	chrVI	95966	97498	+	1533	0
NM_001179946.1	chrVI	99231	99599	-	369	0
NM_001348831.1	chrVI	100252	100605	-	354	0
NM_001179948.1	chrVI	101628	103127	-	1500	12
NM_001180864.1	chrVI	103699	103932	+	234	2
NM_001179949.1	chrVI	103983	104462	-	480	0
NM_001179950.1	chrVI	104701	106236	-	1536	4
NM_001348832.1	chrVI	106469	106963	-	495	0
NM_001179952.1	chrVI	107256	107585	+	330	2
NM_001179953.1	chrVI	107852	109930	-	2079	12
NM_001179954.1	chrVI	110647	111093	+	447	0
NM_001179955.1	chrVI	112345	113985	+	1641	0
NM_001180024.1	chrVI	114990	115274	+	285	0
NM_001179956.1	chrVI	115108	115743	-	636	2
NM_001179957.1	chrVI	116145	118484	+	2340	3
NM_001179958.1	chrVI	119429	123106	+	3678	2
NM_001179959.1	chrVI	123479	129910	+	6432	8
NM_001179961.1	chrVI	130334	130981	+	648	6
NM_001179962.1	chrVI	131810	134296	+	2487	11
NM_001179963.1	chrVI	134521	137157	-	2637	0
NM_001184430.1	chrVI	138204	139520	+	1317	0
NM_001180862.2	chrVI;chrVI	138204;139498	139496;143517	+;+	5313	0
NM_001179964.1	chrVI	145114	146934	-	1821	0
NM_001179965.1	chrVI	147131	148459	+	1329	2
NM_001179966.1	chrVI	149110	149724	+	615	16
NM_001179967.1	chrVI	150016	152535	+	2520	6
NM_001179968.1	chrVI	152657	153124	-	468	0
NM_001179969.1	chrVI	153393	154313	+	921	22
NM_001179970.1	chrVI	154527	155873	-	1347	0
NM_001179971.1	chrVI	156145	157752	+	1608	2
NM_001179972.1	chrVI	159299	160360	+	1062	0
NM_001179973.1	chrVI	160535	161200	+	666	0
NM_001179974.1	chrVI	162488	164746	+	2259	24
NM_001179975.1	chrVI	165067	166566	+	1500	13
NM_001179976.1	chrVI	166746	167258	-	513	8
NM_001179977.1	chrVI	167888	168496	+	609	0
NM_001184472.1	chrVI	169224	169310	+	87	0
NM_001179978.1	chrVI	169922	172285	+	2364	4
NM_001179979.2	chrVI	172537	173877	-	1341	0
NM_001179980.1	chrVI	174265	176391	-	2127	2
NM_001179981.1	chrVI	177042	180743	-	3702	4
NM_001179982.1	chrVI	182274	182861	-	588	0
NM_001179983.1	chrVI	183131	184222	-	1092	2
NM_001179984.2	chrVI	184502	191338	+	6837	0
NM_001270745.1	chrVI	192737	193435	+	699	0
NM_001179986.1	chrVI	194812	196314	+	1503	0
NM_001179987.3	chrVI	196833	199034	+	2202	2
NR_132174.1	chrVI	199299	199813	-	515	0
NM_001179988.1	chrVI	199874	201709	+	1836	0
NM_001180865.3	chrVI;chrVI	201960;203387	203292;203433	-;-	1380	6
NM_001179990.1	chrVI	203743	204750	-	1008	2
NM_001179991.3	chrVI	205748	206257	-	510	0
NM_001179992.1	chrVI	207452	208297	+	846	0
NM_001179993.3	chrVI	208413	210068	-	1656	6
NM_001179994.1	chrVI	210937	212973	+	2037	2
NM_001179995.3	chrVI	213312	216419	+	3108	22
NM_001179996.2	chrVI	216594	220106	-	3513	2
NM_001180030.3	chrVI;chrVI	220507;221415	221267;221418	-;-	765	43
NR_132175.1	chrVI	221714	221967	+	254	0
NM_001179997.1	chrVI	222090	222959	-	870	0
NM_001184311.3	chrVI	223258	223437	-	180	26
NM_001184591.1	chrVI	223710	223973	-	264	0
NM_001179998.3	chrVI	224326	224769	-	444	20
NM_001179999.1	chrVI	225020	225958	-	939	2
NM_001180000.3	chrVI	226121	226465	-	345	2
NM_001180001.1	chrVI	226963	227337	+	375	0
NM_001180002.3	chrVI	227513	229186	-	1674	18
NM_001180003.1	chrVI	229380	231941	+	2562	2
NM_001180004.3	chrVI	232012	233544	-	1533	2
NM_001180005.2	chrVI	234242	237250	+	3009	4
NM_001180006.3	chrVI	237368	238255	-	888	0
NM_001180007.1	chrVI	238458	239060	+	603	0
NM_001180008.3	chrVI	239114	239827	-	714	4
NM_001180009.1	chrVI	239992	241437	-	1446	8
NM_001180010.3	chrVI;chrVI	241998;242082	242009;242999	+;+	930	0
NM_001180011.1	chrVI	243074	244159	-	1086	0
NM_001180012.3	chrVI	244279	245166	-	888	0
NM_001180013.1	chrVI	246146	248134	+	1989	2
NM_001180014.3	chrVI	248523	248894	+	372	0
NM_001180015.1	chrVI	249066	249866	-	801	6
NM_001180016.3	chrVI	250163	251803	-	1641	2
NM_001180017.1	chrVI	252505	253329	+	825	4
NM_001180018.3	chrVI	253592	255049	-	1458	0
NM_001348833.1	chrVI	258855	259433	-	579	0
NM_001180021.1	chrVI	264204	265226	+	1023	6
NM_001180022.3	chrVI	269061	269516	+	456	0
NM_001184683.1	chrXI	393146	393373	-	228	2
NM_001179836.3	chrXI	524223	525074	-	852	10
NM_001179893.3	chrXI	653080	656736	+	3657	0
NM_001179789.1	chrXI	1810	2181	-	372	0
NM_001179787.1	chrXI	3503	5620	-	2118	2
NM_001179786.2	chrXI	6107	7528	+	1422	0
NM_001179785.1	chrXI	9091	11226	-	2136	2
NM_001179784.1	chrXI	14485	15708	+	1224	4
NM_001179783.1	chrXI	17359	18339	-	981	0
NM_001179782.1	chrXI	22234	24084	+	1851	0
NM_001179781.1	chrXI	25215	26159	+	945	12
NM_001179780.1	chrXI	26827	30687	-	3861	0
NM_001179779.1	chrXI	31082	31693	-	612	6
NM_001179778.1	chrXI	31960	34107	-	2148	4
NM_001179777.1	chrXI	34543	36414	+	1872	15
NM_001179776.1	chrXI	36699	38153	-	1455	4
NR_132199.1	chrXI	38811	38911	+	101	0
NM_001179775.1	chrXI	39163	42237	+	3075	26
NM_001179774.1	chrXI	42423	46295	-	3873	4
NM_001179773.1	chrXI	47157	47972	+	816	0
NM_001179772.1	chrXI	48194	48955	+	762	4
NM_001179771.1	chrXI	49006	49809	-	804	0
NM_001179770.1	chrXI	50051	53353	+	3303	2
NM_001179769.1	chrXI	53704	55602	+	1899	8
NM_001179768.1	chrXI	55935	63359	-	7425	4
NM_001179766.1	chrXI	63930	67466	-	3537	10
NM_001179764.2	chrXI	68232	70220	-	1989	0
NM_001179763.1	chrXI	70734	73865	-	3132	2
NM_001179762.1	chrXI	74932	75534	-	603	4
NM_001179761.1	chrXI	75821	77032	+	1212	4
NM_001179760.1	chrXI	77258	78646	-	1389	2
NM_001179759.1	chrXI	78866	79882	-	1017	4
NM_001179758.1	chrXI	80160	80537	-	378	8
NM_001179757.1	chrXI	81035	82639	+	1605	4
NM_001179756.1	chrXI;chrXI	82947;83075	82998;83550	+;+	528	2
NM_001179755.1	chrXI	84704	85903	+	1200	2
NM_001179754.1	chrXI	86225	88786	-	2562	2
NM_001179753.1	chrXI	89284	91536	-	2253	0
NM_001179752.1	chrXI	92744	93298	-	555	4
NM_001179751.1	chrXI	94499	96265	+	1767	6
NM_001179750.1	chrXI	96757	98157	+	1401	4
NM_001184557.1	chrXI	98395	98607	-	213	0
NM_001179749.1	chrXI	98721	99641	+	921	0
NM_001179748.1	chrXI	100671	106826	+	6156	26
NM_001179747.1	chrXI	107316	108599	+	1284	15
NM_001179746.1	chrXI;chrXI	109269;109884	109577;110129	+;+	555	30
NM_001179745.1	chrXI	110464	112503	-	2040	8
NM_001179744.1	chrXI	113215	114627	-	1413	8
NM_001179742.1	chrXI	115500	117986	-	2487	6
NM_001179741.1	chrXI	118793	120304	+	1512	29
NM_001179740.1	chrXI	120380	122236	-	1857	3
NM_001179739.1	chrXI	122517	125543	+	3027	2
NM_001179738.1	chrXI	125759	127042	+	1284	15
NM_001179737.1	chrXI	127475	130261	+	2787	2
NM_001179736.1	chrXI	130634	131050	+	417	8
NM_001179734.1	chrXI	131288	133462	-	2175	2
NM_001179733.1	chrXI	133721	134134	-	414	2
NM_001179732.1	chrXI	134509	135705	-	1197	5
NM_001179731.1	chrXI	137932	140691	-	2760	2
NM_001179730.1	chrXI	141794	142819	-	1026	17
NM_001179729.1	chrXI	144401	145378	+	978	0
NM_001179728.1	chrXI	147630	148838	-	1209	0
NM_001179727.1	chrXI	149386	150687	-	1302	0
NM_001179726.1	chrXI	153269	153706	+	438	0
NM_001179725.1	chrXI	153816	154451	-	636	0
NM_001179723.2	chrXI;chrXI	154991;155655	155271;158232	+;+	2859	6
NM_001179722.1	chrXI;chrXI	158613;158967	158615;159212	+;+	249	27
NM_001179721.1	chrXI	159456	161342	-	1887	6
NM_001179720.1	chrXI	161601	162335	+	735	2
NM_001179718.1	chrXI	163642	164385	-	744	126
NM_001179717.1	chrXI	164917	165930	-	1014	2
NM_001179716.1	chrXI	166544	167452	+	909	20
NM_001179715.1	chrXI	167612	168829	-	1218	2
NM_001179714.1	chrXI	169207	171129	-	1923	12
NM_001179712.1	chrXI	171783	173861	+	2079	6
NM_001179711.1	chrXI	174213	175616	+	1404	16
NM_001179710.1	chrXI	175843	176481	-	639	2
NM_001179709.1	chrXI	176781	178172	+	1392	6
NM_001179708.1	chrXI	178515	179174	+	660	3
NM_001179707.1	chrXI	179667	180263	+	597	6
NM_001179706.1	chrXI	180779	182425	+	1647	6
NM_001179705.1	chrXI	182958	184544	+	1587	2
NM_001184513.1	chrXI	184803	185012	-	210	3
NM_001179704.1	chrXI	185286	185681	-	396	4
NM_001179703.1	chrXI	185957	186292	+	336	0
NM_001179701.1	chrXI	186460	188640	-	2181	4
NM_001179700.2	chrXI	189124	191442	-	2319	2
NM_001179699.2	chrXI	191679	193070	-	1392	0
NM_001179698.1	chrXI	193574	194866	-	1293	0
NM_001179696.1	chrXI	195288	196028	-	741	2
NM_001179695.2	chrXI	196349	200167	-	3819	4
NM_001179694.1	chrXI	200884	201771	-	888	0
NM_001179693.1	chrXI	203541	205253	+	1713	2
NM_001179692.1	chrXI	205707	207749	+	2043	8
NM_001179691.1	chrXI	208247	210130	+	1884	3
NM_001179690.1	chrXI	210593	212332	+	1740	2
NM_001179688.1	chrXI	212495	212998	-	504	4
NM_001179687.1	chrXI	214142	216700	+	2559	2
NM_001179686.1	chrXI	217344	218318	+	975	6
NM_001179685.1	chrXI	218570	219217	-	648	4
NM_001179683.1	chrXI	220324	220974	+	651	10
NM_001179682.1	chrXI	221344	222900	-	1557	10
NM_001179680.1	chrXI	223352	224455	-	1104	5
NM_001179679.1	chrXI	224727	225875	-	1149	2
NM_001179678.1	chrXI	226570	228765	+	2196	7
NM_001179676.1	chrXI	228939	229880	-	942	6
NM_001179675.1	chrXI	232227	233891	+	1665	11
NM_001179674.1	chrXI	234426	235787	+	1362	2
NM_001179673.1	chrXI	236141	237070	+	930	0
NM_001184482.1	chrXI	237147	237266	-	120	0
NM_001179672.1	chrXI	237536	238891	+	1356	2
NM_001179671.1	chrXI	239185	242583	-	3399	0
NM_001179670.1	chrXI	243220	245373	-	2154	4
NM_001179669.1	chrXI	246138	247682	-	1545	0
NM_001348849.1	chrXI	248062	248367	-	306	0
NM_001179667.2	chrXI	248920	253476	+	4557	0
NM_001179666.1	chrXI	253697	255460	-	1764	4
NM_001179665.1	chrXI	255720	256472	-	753	2
NM_001179664.1	chrXI	256770	257843	+	1074	2
NM_001348850.1	chrXI	258503	258913	-	411	0
NM_001184604.1	chrXI	259073	259222	-	150	0
NM_001180025.1	chrXI	259253	259531	+	279	26
NM_001179662.1	chrXI	261132	261851	+	720	4
NM_001179661.1	chrXI	262277	263113	+	837	2
NM_001179660.1	chrXI	263349	264290	+	942	8
NM_001179659.1	chrXI	264789	265808	+	1020	0
NM_001179658.1	chrXI	266145	269459	-	3315	0
NM_001179657.1	chrXI	269718	270650	-	933	2
NM_001179656.1	chrXI	271878	273209	+	1332	2
NM_001179655.1	chrXI	273394	275043	+	1650	2
NM_001179654.1	chrXI	275283	276998	+	1716	0
NM_001179653.1	chrXI	277189	277863	-	675	6
NM_001179652.1	chrXI	278281	278664	+	384	0
NM_001179651.1	chrXI	279123	280127	+	1005	17
NM_001179650.1	chrXI	280509	280859	+	351	1
NM_001179648.1	chrXI	281025	282329	-	1305	6
NM_001179647.1	chrXI;chrXI	282891;283422	283095;284455	+;+	1239	48
NR_132200.1	chrXI	283185	283279	+	95	0
NM_001179646.1	chrXI	285030	286208	+	1179	8
NM_001179645.1	chrXI	286603	288573	+	1971	2
NM_001179644.1	chrXI	288845	291052	+	2208	6
NM_001179643.1	chrXI	291453	292631	+	1179	3
NM_001179641.1	chrXI	292956	294308	-	1353	4
NM_001179640.1	chrXI	294610	296193	-	1584	8
NM_001179639.1	chrXI	296430	299075	+	2646	4
NM_001179638.1	chrXI	299582	301882	+	2301	2
NM_001179637.1	chrXI	305114	305884	+	771	0
NM_001179636.1	chrXI	306211	306720	+	510	2
NM_001179635.1	chrXI	307285	307827	+	543	0
NM_001184534.1	chrXI	309206	309442	+	237	0
NM_001179634.1	chrXI	310199	313078	+	2880	8
NM_001179633.1	chrXI	314812	315273	+	462	8
NM_001184684.1	chrXI	315954	316175	+	222	0
NM_001179631.2	chrXI	316437	317057	-	621	2
NM_001179630.1	chrXI	317764	320673	+	2910	6
NM_001179629.1	chrXI	321015	321518	-	504	3
NM_001179628.1	chrXI	323228	325120	+	1893	2
NM_001179627.1	chrXI	325771	326112	+	342	7
NM_001179626.1	chrXI	326408	327487	-	1080	263
NM_001179625.1	chrXI	328118	329443	-	1326	0
NM_001179624.1	chrXI	330166	330534	+	369	4
NM_001179623.1	chrXI	330856	333969	-	3114	2
NM_001179622.1	chrXI	334412	334915	-	504	57
NM_001179621.2	chrXI	335321	336157	-	837	0
NM_001179620.1	chrXI	336537	338753	-	2217	15
NM_001184336.1	chrXI	339182	339442	-	261	2
NM_001179618.1	chrXI	339668	340546	-	879	2
NM_001179617.1	chrXI	341312	342373	+	1062	3
NM_001179616.1	chrXI	342852	345620	-	2769	0
NM_001179615.1	chrXI	346075	346764	-	690	2
NM_001179614.1	chrXI	347214	349136	-	1923	4
NM_001179613.1	chrXI	349463	351013	+	1551	0
NM_001179612.1	chrXI	351275	352624	-	1350	6
NM_001179611.1	chrXI	353493	355079	+	1587	6
NM_001270755.1	chrXI	356322	356642	+	321	2
NM_001179609.1	chrXI	356748	357848	+	1101	6
NM_001179608.3	chrXI	358475	359566	+	1092	0
NM_001179607.1	chrXI	360143	360817	+	675	4
NM_001179606.3	chrXI	361058	361828	-	771	2
NM_001179605.1	chrXI	362622	364193	+	1572	10
NR_132201.1	chrXI	364776	364876	+	101	0
NM_001179604.3	chrXI	365605	369117	+	3513	4
NM_001179603.1	chrXI	369365	369721	+	357	0
NM_001179601.3	chrXI	369891	371390	+	1500	4
NM_001179600.1	chrXI	371829	374105	+	2277	0
NM_001184335.3	chrXI	374505	375215	+	711	4
NM_001179599.1	chrXI	375456	378572	+	3117	2
NM_001179598.3	chrXI	380065	381858	-	1794	4
NM_001179595.1	chrXI	382716	384725	-	2010	10
NM_001179594.3	chrXI	385758	387206	+	1449	8
NM_001179593.1	chrXI	387562	388905	+	1344	2
NM_001179592.3	chrXI	389380	389883	-	504	0
NM_001179591.1	chrXI	390240	392279	-	2040	4
NM_001179590.3	chrXI	392526	393140	-	615	4
NM_001179589.4	chrXI	393721	394554	+	834	0
NM_001179588.1	chrXI	394726	397248	-	2523	2
NM_001179587.3	chrXI	397344	398750	-	1407	12
NM_001179586.1	chrXI	398832	402080	-	3249	6
NM_001179585.3	chrXI	402568	403518	+	951	3
NM_001184481.1	chrXI	403580	403879	-	300	0
NM_001179584.3	chrXI	404102	405091	+	990	0
NM_001179583.1	chrXI	405190	407241	-	2052	0
NM_001179582.3	chrXI	407465	407989	-	525	9
NM_001179581.1	chrXI	408544	411483	+	2940	4
NM_001179580.3	chrXI	411619	416913	-	5295	8
NM_001179579.1	chrXI	417508	418023	-	516	4
NM_001179578.3	chrXI	418310	420061	+	1752	2
NM_001179577.1	chrXI	420155	421216	-	1062	2
NM_001179576.3	chrXI	421424	425875	-	4452	4
NM_001179575.1	chrXI	426242	426952	+	711	28
NM_001179574.3	chrXI	427295	428551	-	1257	6
NM_001179573.1	chrXI	429302	430108	+	807	3
NM_001180028.3	chrXI;chrXI	430198;430597	430455;430632	-;-	294	4
NR_132202.1	chrXI	431030	431138	-	109	0
NM_001179572.1	chrXI;chrXI	431906;432433	432034;432720	+;+	417	39
NM_001179571.3	chrXI	433093	434877	-	1785	3
NM_001179570.1	chrXI	435580	436785	+	1206	12
NM_001179569.3	chrXI	437097	437492	-	396	2
NM_001179568.1	chrXI;chrXI	437778;437906	437837;438544	+;+	699	2
NM_001179567.3	chrXI	438777	439385	-	609	10
NM_001179791.1	chrXI	440608	442722	-	2115	8
NM_001179792.3	chrXI	443232	444938	+	1707	2
NM_001179793.1	chrXI	445381	446727	+	1347	2
NM_001179794.3	chrXI;chrXI	446799;447811	447706;448036	-;-	1134	0
NM_001179795.1	chrXI;chrXI	448521;450021	449951;450167	-;-	1578	0
NM_001179796.3	chrXI	450423	451217	-	795	10
NM_001179797.1	chrXI	451434	451988	+	555	4
NM_001179798.4	chrXI	452201	454078	+	1878	2
NM_001179799.1	chrXI	454352	457054	-	2703	1
NM_001179800.3	chrXI	458924	461239	-	2316	0
NM_001179801.1	chrXI	461635	462696	-	1062	1
NM_001179803.3	chrXI	463959	464948	+	990	7
NM_001179804.1	chrXI	465367	466071	-	705	4
NM_001179805.3	chrXI	466961	468667	-	1707	0
NM_001179806.1	chrXI	469717	471339	+	1623	6
NM_001179807.3	chrXI	471694	473349	-	1656	0
NM_001179808.1	chrXI	473723	475900	-	2178	6
